Mol,HFE,Temp,kh_w_40,kh_w_80,kh_w_120,kh_w_160,kh_w_200,kh_w_240,kh_w_280,kh_w_320,kh_w_360,kh_w_400,kh_w_440,kh_w_480,kh_w_520,kh_w_560,kh_w_600,kh_w_640,kh_w_680,kh_w_720,kh_w_760,kh_w_800,kh_w_840,kh_w_880,kh_w_920,kh_w_960,kh_w_1000,kh_w_1040,kh_w_1080,kh_w_1120,kh_w_1160,kh_w_1200,kh_w_1240,kh_w_1280,kh_w_1320,kh_w_1360,kh_w_1400,kh_w_1440,kh_w_1480,kh_w_1520,kh_w_1560,kh_w_1600,kh_w_1640,kh_w_1680,kh_w_1720,kh_w_1760,kh_w_1800,kh_w_1840,kh_w_1880,kh_w_1920,kh_w_1960,kh_w_2000,kh_w_2040,kh_w_2080,kh_w_2120,kh_w_2160,kh_w_2200,kh_w_2240,kh_w_2280,kh_w_2320,kh_w_2360,kh_w_2400,kh_w_2440,kh_w_2480,kh_w_2520,kh_w_2560,kh_w_2600,kh_w_2640,kh_w_2680,kh_w_2720,kh_w_2760,kh_w_2800,kh_w_2840,kh_w_2880,kh_w_2920,kh_w_2960,kh_w_3000,kh_w_3040,kh_w_3080,kh_w_3120,kh_w_3160,kh_w_3200,kh_w_3240,kh_w_3280,kh_w_3320,kh_w_3360,kh_w_3400,kh_w_3440,kh_w_3480,kh_w_3520,kh_w_3560,kh_w_3600,kh_w_3640,kh_w_3680,kh_w_3720,kh_w_3760,kh_w_3800,kh_w_3840,kh_w_3880,kh_w_3920,kh_w_3960,kh_w_4000,kh_w_4040,kh_w_4080,kh_w_4120,kh_w_4160,kh_w_4200,kh_w_4240,kh_w_4280,kh_w_4320,kh_w_4360,kh_w_4400,kh_w_4440,kh_w_4480,kh_w_4520,kh_w_4560,kh_w_4600,kh_w_4640,kh_w_4680,kh_w_4720,kh_w_4760,kh_w_4800,kh_w_4840,kh_w_4880,kh_w_4920,kh_w_4960,kh_w_5000,kh_w_5040,kh_w_5080,kh_w_5120,kh_w_5160,kh_w_5200,kh_w_5240,kh_w_5280,kh_w_5320,kh_w_5360,kh_w_5400,kh_w_5440,kh_w_5480,kh_w_5520,kh_w_5560,kh_w_5600,kh_w_5640,kh_w_5680,kh_w_5720,kh_w_5760,kh_w_5800,kh_w_5840,kh_w_5880,kh_w_5920,kh_w_5960,kh_w_6000,kh_w_6040,kh_w_6080,kh_w_6120,kh_w_6160,kh_w_6200,kh_w_6240,kh_w_6280,kh_w_6320,kh_w_6360,kh_w_6400
0245thi,-1.42,298,0.028154086,0.113857385,0.256538181,0.455099013,0.707605448,1.010975885,1.361113981,1.753636402,2.184633639,2.650871279,3.149517405,3.678041093,4.234040294,4.815694439,5.421879383,6.052196213,6.705978848,7.381215787,8.074399401,8.781310295,9.498037374,10.22168943,10.95109561,11.68800117,12.43794638,13.2095643,14.01194046,14.85359545,15.74737862,16.71930314,17.8148581,19.09792096,20.63518524,22.32456194,23.38085906,22.62286015,20.05325313,17.13453062,15.43627763,15.70105243,17.89000598,21.53280565,25.6732927,28.16903894,25.76125787,16.25262849,0.593745666,-17.67437047,-34.62036402,-47.27201994,-54.95741721,-58.87156296,-60.18379098,-59.44832336,-56.32423178,-49.6521296,-38.25777607,-22.01637799,-2.304589796,18.51621101,38.05878253,54.43059391,65.5500821,71.95929948,74.83707228,74.93877789,72.70347224,68.41993807,62.38271047,54.9600109,46.56353184,37.58534482,28.35191691,19.11751393,10.1008937,1.542032281,-6.307868164,-13.14387522,-18.66863959,-22.67159318,-25.07677511,-25.91359814,-25.32220071,-23.55286072,-20.92990348,-17.78838584,-14.42597168,-11.0949008,-8.012683235,-5.358079069,-3.242287385,-1.716643014,-0.798301201,-0.475460335,-0.725888001,-1.522009991,-2.800852133,-4.412183824,-6.168128836,-7.868317866,-9.322847399,-10.38231212,-10.96615024,-11.06124343,-10.69105091,-9.919448049,-8.822102223,-7.448886077,-5.814496267,-3.918295418,-1.801831489,0.413933196,2.560802238,4.489986042,6.097179926,7.297048672,8.032934542,8.286243471,8.064222415,7.394948049,6.321434991,4.896073835,3.185385318,1.272532736,-0.74863634,-2.783411101,-4.74588553,-6.565108476,-8.185413566,-9.565945383,-10.66552189,-11.42687861,-11.79202416,-11.7271664,-11.24091513,-10.37926014,-9.200540191,-7.774123919,-6.174969328,-4.480044126,-2.768276149,-1.104604035,0.459080941,1.8811213,3.129363716,4.18081051,5.021523855,5.645900008,6.055460802,6.258246931,6.267931232,6.103341688,5.788239462,5.349595014,4.815909676,4.21529789,3.574136853,2.916063485,2.26145493,1.627059053
0048pro,-4.76,298,0.033796102,0.136970671,0.309366982,0.550179856,0.858169202,1.231990748,1.669859243,2.16912163,2.727751135,3.34725817,4.022632548,4.746819186,5.514151726,6.321010165,7.165337479,8.045590923,8.959197011,9.900323517,10.86099906,11.83181976,12.80343639,13.76684832,14.71921162,15.65837911,16.58901788,17.52384411,18.4778839,16.77341141,-21.46920988,-59.76807726,-69.11392262,-61.57226295,-49.88819003,-42.10522473,-34.83639311,-27.95580479,-17.88691699,-5.191373161,8.057710277,20.32761994,30.86984771,39.44434743,46.00649459,50.35722458,51.86634027,49.56978807,42.86535787,32.21889925,18.7201904,3.482511721,-11.22074973,-22.52270008,-25.38046025,-12.84212852,18.12836337,58.52293763,86.29760229,102.6354539,110.8026364,112.8278968,109.9503029,103.065763,92.64930391,78.95672135,63.23217293,46.53580051,29.70846881,13.33632244,-2.097752483,-16.01274234,-28.57806763,-40.01600463,-50.22297295,-58.7336619,-64.83139682,-68.12636547,-68.97339231,-67.97743915,-65.62893725,-62.29444568,-58.33026518,-54.11583995,-49.53101502,-44.45336501,-38.89969535,-33.01363659,-27.05283252,-21.23777234,-15.75161747,-10.69260627,-6.039770543,-1.739816603,2.247956715,5.93293127,9.331079413,12.47769143,15.42937487,18.25474994,20.90170883,23.31431296,25.36122529,26.86205192,27.5912476,27.42665777,26.40068589,24.73605541,22.69417331,20.49624921,18.30536155,16.20490643,14.20904623,12.29432941,10.43533072,8.562792498,6.573611236,4.354065961,1.835092691,-0.971995746,-3.974532398,-7.021095301,-9.951618435,-12.62370294,-14.92665643,-16.79830167,-18.19180695,-19.11294414,-19.59055969,-19.65691935,-19.34373932,-18.68470304,-17.71997872,-16.48345325,-15.01096838,-13.3393925,-11.5155812,-9.586463964,-7.596029575,-5.589293029,-3.610376824,-1.699626418,0.108917685,1.787795395,3.31405761,4.670165879,5.844937117,6.832204942,7.62910774,8.236308242,8.656878963,8.895400536,8.957182636,8.844774583,8.566246322,8.134109008,7.562378419,6.867889093,6.070715336,5.189125388,4.242770293,3.252801906
0061tet,-3.47,298,0.032805828,0.133184128,0.301742728,0.539174169,0.846210385,1.222426687,1.664130342,2.164182591,2.715304147,3.312787124,3.953734898,4.636132911,5.35974028,6.125101447,6.931984474,7.779439292,8.665586424,9.586729765,10.53834221,11.5156159,12.51329959,13.52604073,14.54974851,15.58327893,16.63043145,17.70271643,18.81847516,20.0010795,21.28031197,22.67874344,23.72405668,20.24342082,6.417510151,-11.78412056,-21.785411,-22.32895659,-17.15246325,-8.77878508,0.176816394,8.444457341,15.77489997,22.1805005,27.59242744,31.4462155,32.52027234,29.5512739,22.29521584,11.98831473,0.752736236,-9.317912511,-16.80086733,-20.44434762,-18.83157951,-10.46843025,4.334263094,22.81280682,41.04177535,55.02643835,62.65570761,65.18295342,63.74400338,59.34671252,52.88800316,45.38467025,37.71409521,29.93402578,22.22784926,14.7574747,7.716294801,1.049351202,-5.324952888,-11.43316299,-17.22376136,-22.55952344,-27.23804715,-31.02106515,-33.75941744,-35.42519486,-36.09431943,-35.80086602,-34.52150597,-32.23710701,-28.94307645,-24.65936989,-19.50862561,-13.79363691,-7.991280049,-2.613501155,1.944292769,5.446391322,7.842757588,9.233366005,9.811785892,9.81068947,9.448330658,8.908230708,8.315077475,7.727309142,7.159166066,6.613561794,6.098877377,5.633123844,5.236643174,4.906527612,4.607851265,4.299466555,3.949966514,3.552284429,3.125977415,2.706833141,2.291014503,1.814510613,1.185940794,0.331505151,-0.784227389,-2.14910558,-3.704697787,-5.377673323,-7.09170396,-8.770412293,-10.34434401,-11.73882504,-12.8884551,-13.75463868,-14.30462473,-14.52172922,-14.41033037,-13.99535678,-13.30874118,-12.38214514,-11.24368452,-9.921133965,-8.447417027,-6.859699579,-5.195359123,-3.493254676,-1.788841835,-0.11494692,1.497225243,3.017578391,4.416716778,5.667915455,6.748653749,7.641054099,8.33286926,8.816692295,9.089556363,9.158222174,9.034645164,8.734883716,8.278049805,7.685316613,6.978774004,6.180738943,5.313623713,4.398382854,3.45494532,2.50294208,1.560284039,0.642382006
0098met,-2.57,298,0.054921481,0.221996716,0.499895676,0.887108311,1.382341962,1.983987064,2.689137551,3.493422443,4.392227342,5.381334138,6.455624752,7.609443822,8.838836264,10.14098618,11.51032553,12.93923948,14.42011756,15.94454014,17.50189967,19.08083589,20.67334581,22.27356801,23.87495074,25.47554413,27.08239652,28.71098653,30.3830099,32.12869512,33.99499207,36.00880658,36.81301427,26.9381603,-2.52934411,-35.03545556,-50.43466929,-51.14857608,-42.42122429,-28.72219088,-14.45815807,-1.575618867,9.870901899,20.20988542,29.63325221,37.62894145,42.51996436,41.99346069,34.89235242,22.55048941,8.17268406,-4.92422385,-14.23062334,-16.45715089,-6.839951243,18.89618766,59.333562,105.9453839,142.7257772,165.2490254,174.5088151,172.0908509,160.9444926,144.2164421,124.1769053,101.677841,77.93527872,54.03806995,30.68711376,8.172172792,-12.73825958,-31.99363321,-49.77085541,-66.08213791,-80.7449099,-93.38059451,-103.4935629,-110.7537855,-115.0219335,-116.234387,-114.3875526,-109.6886812,-102.4297334,-92.93472661,-81.48729415,-68.46113136,-54.38851647,-39.95296003,-25.84487881,-12.63658745,-0.609420605,10.14799986,19.57333123,27.62713626,34.28041947,39.5425187,43.4601921,46.15822643,47.78832149,48.43498803,48.09952384,46.70476674,44.21539236,40.75535573,36.51343915,31.72671593,26.66842765,21.63487388,16.90399833,12.69259835,9.093229065,6.036331435,3.386118869,0.973109287,-1.380117414,-3.807798794,-6.35979582,-9.008680878,-11.70684078,-14.40840823,-17.09109599,-19.73206387,-22.25844987,-24.5929363,-26.64096104,-28.30180686,-29.49844705,-30.21282472,-30.46794692,-30.29990966,-29.71223407,-28.65403708,-27.06320982,-24.91928193,-22.26298471,-19.17454933,-15.73839099,-12.01080186,-8.032455408,-3.859134561,0.420077611,4.684644187,8.786769942,12.56984905,15.89795034,18.67900572,20.86462452,22.43092478,23.36943083,23.67410297,23.35580956,22.46371872,21.08350625,19.31026803,17.22124933,14.87333538,12.3134819,9.588939245,6.759507308,3.902869984,1.095336887,-1.584499156
0073pen,-3.03,298,0.048623295,0.196107784,0.440217475,0.778311301,1.208021016,1.726850383,2.331128935,3.016021459,3.776979719,4.609463547,5.507467645,6.465085473,7.478332065,8.543691737,9.655582006,10.80880562,11.99974893,13.22450927,14.47764538,15.75268474,17.04224502,18.33770614,19.63008866,20.9152908,22.19717473,23.48722738,24.80211955,26.16511667,27.61575906,29.1769539,29.63390119,20.85368228,-3.691401738,-27.92404755,-36.52716473,-34.8931423,-27.61848449,-17.54453868,-7.123419835,1.619831511,8.823081389,14.89424195,20.225998,24.94453194,28.34843256,28.71085806,24.52018731,16.06694223,5.462941263,-4.674307579,-11.93490223,-13.42546774,-5.318565628,15.38002856,46.60728656,78.67348214,97.07560801,104.0914748,103.6528972,98.83364214,91.55120721,82.81427643,73.42898821,63.46761541,52.93413346,42.12607395,31.15910077,19.97225223,8.562439518,-3.050916936,-14.59642284,-25.52623119,-35.6153393,-44.49002071,-51.75162161,-57.15848577,-60.77216813,-62.69322113,-62.8901791,-61.33528955,-58.20594793,-53.79666465,-48.43850611,-42.38650297,-35.89790733,-29.2518974,-22.70412219,-16.43763126,-10.56294702,-5.11248613,-0.167380717,4.128638572,7.66475282,10.37517622,12.26460006,13.43700848,14.09335015,14.46722761,14.74899483,15.06885878,15.4584755,15.84712514,16.10875944,16.14302884,15.92500555,15.49947679,14.9150749,14.19683869,13.33671189,12.30583483,11.07012255,9.593984066,7.858932827,5.886723989,3.713128177,1.38583714,-1.04364738,-3.530531044,-6.043076815,-8.529860814,-10.90808637,-13.11116205,-15.06471692,-16.71527734,-18.03151459,-18.99457911,-19.59627692,-19.84132682,-19.73352221,-19.24896125,-18.36668159,-17.0870634,-15.44154701,-13.48311567,-11.27399844,-8.875408966,-6.335903128,-3.703411218,-1.036939542,1.586525924,4.073604965,6.327414538,8.263566317,9.828757763,11.00029297,11.79141446,12.2310725,12.35307641,12.19026524,11.78242318,11.17475343,10.40353662,9.492108189,8.455965569,7.308625776,6.066933966,4.75322922,3.399309924,2.038877692,0.71201812
0223die,-1.63,298,0.047170182,0.191012411,0.43137297,0.76794352,1.199855265,1.725174674,2.340429183,3.040400435,3.818444351,4.667612858,5.581873992,6.556564764,7.587921032,8.672303092,9.805598748,10.98288425,12.19843246,13.44648484,14.72161031,16.01857253,17.33216324,18.65818038,19.99471627,21.34326575,22.71034059,24.10790498,25.55418788,27.08074665,28.73918882,30.58529089,32.65340513,34.94927482,37.4601505,40.16434346,43.02023454,45.9113888,48.49423279,50.0325991,49.87161176,48.23886661,46.104029,44.34757076,43.04100357,40.97059271,35.94209167,26.15715845,11.60595754,-5.771878862,-23.09317773,-37.85993647,-48.96008554,-56.23679758,-60.35045851,-62.0902884,-62.00050743,-60.22160701,-56.36183502,-49.46404539,-38.25087703,-22.07075107,-1.748397254,20.48490569,41.75576735,58.61010429,69.64826467,76.11891773,78.94551328,78.8070442,76.20376685,71.54727878,65.22575851,57.63256415,49.1466589,40.08693693,30.70436332,21.22550453,11.9615745,3.072896462,-5.261533335,-12.80229318,-19.27450761,-24.42604331,-28.0767959,-30.21696403,-31.00959901,-30.7024746,-29.56847115,-27.8779257,-25.88299162,-23.79983553,-21.80492676,-20.03111524,-18.57546648,-17.49734918,-16.80340721,-16.4360212,-16.27937319,-16.20173155,-16.09578926,-15.89450945,-15.58919336,-15.18823434,-14.68346794,-14.03305493,-13.17486752,-12.04607622,-10.62804357,-8.954013579,-7.039450384,-4.881040387,-2.479659547,0.141471826,2.932600679,5.813260724,8.672257233,11.37922489,13.80591185,15.83430892,17.37764046,18.41011002,18.95386425,19.03892066,18.6889274,17.91666268,16.72723169,15.14406967,13.22501287,11.0509368,8.704852123,6.255417182,3.753342156,1.240702793,-1.236756001,-3.62366175,-5.869318519,-7.932341304,-9.771156233,-11.34863856,-12.62585661,-13.56812912,-14.15680196,-14.3917476,-14.2894867,-13.88079971,-13.20311725,-12.30246883,-11.22613846,-10.02067922,-8.732165044,-7.406071686,-6.08493323,-4.806728497,-3.604804157,-2.501313477,-1.509000335,-0.63495263,0.115424822,0.735451124,1.219930025,1.569074151
test1002,-5,298,0.044925436,0.181786929,0.409967626,0.728591882,1.136826547,1.633571928,2.216322216,2.880438494,3.620433931,4.432269469,5.314552604,6.267814369,7.293079632,8.38978423,9.554903052,10.78318827,12.06724601,13.39849609,14.76808191,16.16775042,17.59048352,19.03078315,20.48491922,21.95210824,23.43574587,24.94273911,26.48062509,28.05840557,29.69405777,31.41499366,33.1283338,33.32343542,27.87440115,15.6792145,1.836887884,-8.472030128,-13.78352518,-15.01862202,-13.5605717,-10.4601318,-6.369735807,-1.740846334,2.709742829,5.440309235,4.500425327,-1.01589996,-10.09250649,-20.36443169,-29.34903247,-35.4672836,-37.41859886,-32.12099611,-13.45115998,24.17182573,79.35911802,141.5190146,190.8517961,219.5810682,228.9754438,221.919524,202.6419674,175.1511563,142.4509321,107.8284376,74.57048106,43.43367501,14.74388554,-11.40916348,-35.09486929,-56.46171106,-75.63755855,-92.68539872,-107.5536658,-119.9658849,-129.5606944,-136.0407204,-139.1964,-138.9241324,-135.1217865,-127.8566581,-117.6335075,-105.2350412,-91.22949412,-76.06095215,-60.17837548,-44.11877889,-28.67216949,-14.61012503,-2.066397533,9.062228742,19.00720617,27.99662804,36.18737149,43.62138314,50.32218446,56.212965,61.03864636,64.38368924,65.8197288,65.22050219,62.83586563,59.10480869,54.52091611,49.55249611,44.6161779,40.03253384,35.98437872,32.47915405,29.38598316,26.49335623,23.53903805,20.21975854,16.26560596,11.51544276,5.939576096,-0.380910318,-7.286311153,-14.57277037,-22.02058694,-29.37826047,-36.44816228,-42.98090989,-48.7153891,-53.42611199,-56.94991673,-59.22522086,-60.25517825,-60.06283642,-58.65839523,-56.05659532,-52.29014561,-47.44345393,-41.66793362,-35.14390112,-28.06275419,-20.61965277,-12.99395865,-5.354313956,2.119068514,9.234335476,15.81365918,21.71155106,26.80106205,30.99671883,34.2554197,36.56159181,37.94124683,38.42858993,38.04623682,36.81346514,34.78468054,32.05991999,28.77085799,25.0652817,21.07160024,16.91137507,12.70971156,8.599591824,4.682127118,1.006890999
0089pen,-6.16,298,0.050445415,0.203459948,0.456870548,0.808395355,1.256076564,1.797672333,2.430095998,3.149238663,3.954498043,4.847207904,5.819760042,6.860389887,7.958824454,9.107584914,10.29933515,11.52772642,12.78813928,14.07534735,15.38610714,16.71528653,18.05650297,19.40229195,20.74453123,22.07853887,23.40639726,24.73856832,26.05581801,19.20729304,-45.46381692,-82.30719737,-88.44921583,-84.96141576,-87.43740938,-87.02761914,-72.89061175,-57.99809419,-41.35417556,-22.66683601,-4.269427038,12.17486473,26.52669919,38.95844984,49.69996972,58.68088361,64.90002391,66.31289802,61.35053012,50.45420308,35.0921173,17.65832522,2.231022233,-4.781645933,7.945393808,51.55067609,124.9821785,197.7980914,240.030517,257.1157091,255.3452351,239.761336,214.3084443,182.0786846,145.4888196,106.3109658,66.63044393,29.00522601,-4.753405878,-35.02946149,-62.56684741,-87.44655699,-109.4372707,-128.453769,-144.2956341,-156.1857843,-163.5973591,-165.9553819,-163.6651328,-157.3681984,-147.69009,-135.339013,-121.0354261,-105.3303676,-88.52907217,-71.18148623,-53.83484057,-36.96746682,-20.89099941,-5.815422954,8.125255603,20.83086505,32.09390826,41.72750302,49.55589159,55.5616969,59.8890612,62.72502499,64.29429118,64.79897733,64.29622875,62.52894632,59.54554382,55.61846426,50.92856359,45.67096891,40.1330819,34.61113393,29.34304761,24.46409609,19.96448278,15.73048349,11.59830072,7.424999583,3.096059302,-1.453141464,-6.235157866,-11.15475388,-16.09244004,-20.90804553,-25.46305141,-29.56814084,-33.08939441,-36.00360876,-38.27045841,-39.83319162,-40.67270653,-40.80492776,-40.27821225,-39.159857,-37.49507881,-35.29279409,-32.5215921,-29.18542164,-25.34033876,-21.07773026,-16.50372646,-11.71516935,-6.797147128,-1.820182187,3.144565728,7.999568491,12.61327136,16.83156025,20.47459155,23.44152007,25.69700776,27.25286152,28.12893948,28.29087054,27.73442492,26.50733946,24.70455619,22.43199594,19.78760984,16.85425864,13.71215794,10.43545342,7.089458616,3.746310306,0.480209323,-2.632947325
test0011,-6,298,0.054227607,0.219924961,0.49725889,0.88581568,1.384994985,1.994112427,2.711927774,3.53650568,4.465949918,5.498743153,6.631824007,7.860784747,9.184011795,10.6014135,12.10749961,13.69128497,15.3416748,17.04705543,18.79383269,20.56918285,22.36384165,24.17320564,25.99629588,27.83552041,29.69953031,31.60516017,33.57582069,35.64508857,37.8654154,40.2602532,40.93739721,25.94511698,-19.99199184,-75.90269422,-107.8795293,-113.6722064,-102.3029208,-81.75171772,-59.68437512,-39.05241742,-20.44414605,-3.601571144,11.68544939,24.70585665,33.31987277,34.84503617,28.27181998,15.60788195,0.878513346,-11.91751132,-18.91637041,-14.54669696,11.46029636,68.22290015,152.2815537,243.6456109,310.0606647,348.0761166,360.0903774,349.9556229,322.3713701,282.1372245,233.4255278,180.1672193,126.286731,74.40123296,25.85171707,-18.95070567,-59.57345694,-95.90968541,-128.0627187,-156.2526074,-180.4078013,-200.026223,-214.5122792,-223.4828502,-226.9875194,-225.1194833,-217.8923131,-205.6419495,-189.1646805,-169.3420388,-146.9837375,-122.9319779,-98.13511235,-73.53110812,-49.96981678,-27.97007849,-7.641647526,11.19533089,28.77223048,45.18233653,60.35183017,74.12464008,86.40403225,97.1358838,106.2307806,113.4514682,118.3733132,120.5154,119.5819417,115.5965779,108.7462476,99.36725221,88.05082303,75.57604793,62.80607043,50.46478221,38.99059018,28.54231381,19.08460823,10.42908953,2.298772059,-5.597541412,-13.48395991,-21.46543474,-29.5344168,-37.59635039,-45.46651345,-52.95488747,-59.87174423,-66.04261711,-71.3015314,-75.39770067,-77.96718688,-78.73548822,-77.74137896,-75.24728798,-71.57928846,-66.98759056,-61.5549649,-55.27694988,-48.17727701,-40.33312377,-31.87467846,-22.9608115,-13.7813666,-4.577155723,4.43581548,13.09737511,21.27072424,28.83015424,35.65013689,41.59617199,46.50309759,50.18376701,52.47398124,53.28114929,52.68682881,50.90289573,48.15541744,44.64493985,40.51412213,35.84572044,30.70363859,25.17783904,19.40640614,13.53956552,7.7344972,2.142273052
0119met,-4.63,298,0.033885981,0.137421724,0.311105651,0.555350266,0.869980541,1.253751417,1.704438985,2.220958102,2.803327655,3.449622493,4.15613644,4.91887677,5.732916129,6.593936479,7.50171392,8.456355163,9.452859797,10.4828528,11.53619946,12.60204599,13.67278293,14.7450029,15.81781663,16.89229461,17.9727908,19.06820089,20.19122607,21.36087538,22.61224402,23.9946805,25.55551932,27.20488924,25.9688183,9.981147441,-23.51654326,-51.48389112,-60.14983591,-55.86320828,-43.23379885,-26.23440042,-9.27939393,6.610668126,21.11677351,33.54066523,41.94781999,43.74200559,37.85853963,26.03423174,11.75512866,-1.643724886,-11.78221743,-18.3047263,-21.81350991,-21.75285189,-15.29210497,1.153306498,28.36829436,62.57244759,97.11782471,122.8805172,136.6343417,139.9797109,134.5674212,123.0413945,107.6201302,89.9199933,71.15808986,52.19907107,33.44915916,14.97988045,-2.746641542,-19.35879055,-34.7417639,-48.66981794,-60.94462179,-71.31388516,-79.4621037,-85.11092952,-88.13794939,-88.65718204,-86.95884396,-83.22563561,-77.47748679,-69.8763262,-60.92631395,-51.21595565,-41.39521269,-32.06121595,-23.55071008,-15.91851566,-9.012910613,-2.662087537,3.217463041,8.640231754,13.60011102,18.11336356,22.20105867,25.92848538,29.35964822,32.49072049,35.1556,37.20848938,38.5757574,39.26082182,39.27659715,38.62679919,37.33572917,35.47266713,33.16592616,30.55372516,27.76098244,24.85340667,21.77198026,18.42268686,14.68577161,10.47419758,5.815548252,0.824805714,-4.33414714,-9.51087202,-14.58441333,-19.43719912,-23.94362871,-27.97467137,-31.40795484,-34.12079818,-35.99635923,-37.0209751,-37.21638566,-36.62811733,-35.31984223,-33.35261206,-30.77737804,-27.65447712,-24.0646075,-20.10880326,-15.90026658,-11.5541033,-7.167100889,-2.837685482,1.321662204,5.182635497,8.629729957,11.58341598,14.00169256,15.87543643,17.22027559,18.06706697,18.45539194,18.42965254,18.0344698,17.31518837,16.32432719,15.11994596,13.75497843,12.26882827,10.68771007,9.026827395,7.299237187,5.52284585
0003pro,1.96,298,0.03177225,0.128171117,0.287894371,0.509582199,0.792191008,1.134627169,1.535048921,1.990448355,2.496717083,3.049384839,3.644654648,4.279980529,4.953866267,5.665152723,6.412640955,7.194789191,8.009144766,8.852025304,9.7188816,10.6045117,11.50318816,12.40890084,13.31603288,14.22039729,15.12127602,16.02365402,16.93905659,17.88664057,18.89478401,19.99070496,21.18497745,22.46951435,23.82506707,25.22594462,26.60592654,27.79816281,28.61180839,29.01315421,29.14996358,29.22060567,29.3642706,29.63480895,30.01368683,30.34862378,30.07523841,28.04946477,23.1522607,15.25488781,5.43011729,-4.709649723,-13.78731284,-20.88030031,-25.89351881,-29.19168122,-31.01045989,-31.33226332,-29.92246744,-26.54351545,-21.21097704,-14.32447483,-6.517261094,1.523639094,9.14300035,15.33647524,20.1378971,23.79189838,26.41168945,28.03221065,28.65080071,28.24406964,26.84075548,24.55522636,21.57591346,18.10399731,14.34439593,10.45940913,6.578040238,2.821066896,-0.692979533,-3.849986054,-6.540750556,-8.66152363,-10.12295928,-10.87377494,-10.94861114,-10.43820241,-9.468049854,-8.182515113,-6.743774439,-5.338165988,-4.158864838,-3.363840214,-3.038806787,-3.187608526,-3.750242296,-4.616279646,-5.658439937,-6.748793526,-7.77647295,-8.660237578,-9.353578966,-9.836885816,-10.13189144,-10.26274882,-10.24199792,-10.06992067,-9.737759113,-9.231819185,-8.534117941,-7.635860444,-6.546233047,-5.293467293,-3.919423223,-2.473499779,-1.006364635,0.429714772,1.780082977,2.992261493,4.021353472,4.83400622,5.417275712,5.778646196,5.939807359,5.927962062,5.766368703,5.472503468,5.062203452,4.550247017,3.95328457,3.29267092,2.592889159,1.879008789,1.175768032,0.50642074,-0.109129817,-0.654925414,-1.119917524,-1.498403418,-1.789634242,-1.996829226,-2.126781149,-2.189004311,-2.194723376,-2.156128978,-2.085569401,-1.994350817,-1.892653563,-1.788708791,-1.689298744,-1.599584945,-1.52220132,-1.457765319,-1.405337553,-1.362673476,-1.326988609,-1.295111461,-1.263701497,-1.22962312,-1.189892041,-1.141829671
0172Edi,-0.76,298,0.020289599,0.082211029,0.185837906,0.331192982,0.518036357,0.745779155,1.013321531,1.318837231,1.659556956,2.032320561,2.433995992,2.861662556,3.312581311,3.783702799,4.271842591,4.774214658,5.288546283,5.813083307,6.346460363,6.887516331,7.435233577,7.989000165,8.549306869,9.118491632,9.700737276,10.30070675,10.92134936,11.56375075,12.23073832,12.93004594,13.67628726,14.49141048,15.40374501,16.44327166,17.62349992,18.91326856,20.22083931,21.40207133,22.34090809,23.04030302,23.59942392,24.09916262,24.30807442,23.21199382,19.31755622,12.04081013,2.473939873,-7.383710976,-15.83725324,-22.06024807,-25.92495061,-28.04802009,-29.00852638,-29.16780799,-28.58474412,-26.8226283,-22.79588713,-14.99567376,-2.615691023,13.46718542,29.01596359,39.58273251,46.21657268,49.68502371,50.69073259,49.81920356,47.47617817,43.97664566,39.60443402,34.61926673,29.25359834,23.70316671,18.11986859,12.61714916,7.290783461,2.214248332,-2.526180107,-6.805344176,-10.45988806,-13.27525147,-15.1240501,-16.0972221,-16.34356047,-16.01455429,-15.25718563,-14.20779651,-12.99728696,-11.73342369,-10.49147174,-9.324659271,-8.269991096,-7.366598298,-6.668295735,-6.237230247,-6.122810577,-6.323373559,-6.788164333,-7.460108609,-8.274661714,-9.153792309,-10.01585853,-10.80547706,-11.48343022,-12.02103865,-12.38221994,-12.5025064,-12.28855563,-11.64324649,-10.52776204,-9.016122145,-7.216654891,-5.251709156,-3.248364264,-1.320883105,0.454309666,2.060881741,3.510278866,4.821406102,5.970245541,6.893918932,7.551676268,7.926917453,8.022967192,7.854482713,7.447435954,6.833152703,6.049740491,5.145306056,4.169814989,3.170612162,2.189614812,1.263711108,0.421709266,-0.316473147,-0.937996565,-1.435733468,-1.806907258,-2.051666802,-2.173407279,-2.180248181,-2.084431442,-1.902930925,-1.659394524,-1.386765318,-1.12551345,-0.915291962,-0.778155248,-0.708011413,-0.697474071,-0.739700925,-0.827649737,-0.953953643,-1.110521517,-1.28853451,-1.478687939,-1.670586869,-1.854066778,-2.020256867,-2.160779207,-2.268158683
